client_id,number_contacts,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
425,2,102,0,False,False,16-05-22
426,1,342,0,False,False,09-05-22
427,1,225,0,False,False,01-05-22
428,3,185,0,False,False,03-05-22
429,1,276,0,False,False,12-05-22
430,1,87,0,False,False,29-05-22
431,1,744,0,False,False,13-05-22
432,1,262,0,False,False,22-05-22
433,1,271,0,False,False,25-05-22
434,1,141,0,False,False,26-05-22
435,2,198,0,False,False,05-05-22
436,1,150,0,False,False,13-05-22
437,1,241,0,False,False,22-05-22
438,1,196,0,False,False,18-05-22
439,1,149,0,False,False,18-05-22
440,1,264,0,False,False,11-05-22
441,1,246,0,False,False,22-05-22
442,2,309,0,False,False,27-05-22
443,1,140,0,False,False,20-05-22
444,1,175,0,False,False,13-05-22
445,1,136,0,False,False,07-05-22
446,1,1623,0,False,True,29-05-22
447,1,50,0,False,False,16-05-22
448,1,101,0,False,False,15-05-22
449,1,144,0,False,False,09-05-22
450,1,238,0,False,False,17-05-22
451,1,354,0,False,False,13-05-22
452,2,451,0,False,False,07-05-22
453,1,159,0,False,False,23-05-22
454,1,170,0,False,False,19-05-22
455,1,243,0,False,False,30-05-22
456,2,141,0,False,False,03-05-22
457,1,112,0,False,False,08-05-22
458,2,262,0,False,False,01-05-22
459,1,53,0,False,False,09-05-22
460,1,134,0,False,False,25-05-22
461,4,204,0,False,False,21-05-22
462,1,678,0,False,False,22-05-22
463,1,182,0,False,False,18-05-22
464,1,162,0,False,False,26-05-22
465,1,177,0,False,False,05-05-22
466,1,27,0,False,False,12-05-22
467,3,699,0,False,False,20-05-22
468,1,358,0,False,False,13-05-22
469,1,1677,0,False,True,18-05-22
470,1,529,0,False,False,10-05-22
471,1,310,0,False,False,04-05-22
472,1,47,0,False,False,11-05-22
473,1,379,0,False,False,16-05-22
474,2,30,0,False,False,30-05-22
475,1,472,0,False,False,22-05-22
476,1,113,0,False,False,06-05-22
477,1,114,0,False,False,27-05-22
478,1,116,0,False,False,03-05-22
479,1,448,0,False,False,23-05-22
480,1,264,0,False,False,05-05-22
481,1,169,0,False,False,16-05-22
482,1,145,0,False,False,04-05-22
483,1,288,0,False,False,24-05-22
484,1,381,0,False,False,31-05-22
485,2,176,0,False,False,30-05-22
486,1,215,0,False,False,02-05-22
487,1,278,0,False,False,06-05-22
488,2,188,0,False,False,02-05-22
489,2,174,0,False,False,06-05-22
490,2,226,0,False,False,18-05-22
491,2,111,0,False,False,17-05-22
492,2,157,0,False,False,10-05-22
493,1,46,0,False,False,28-05-22
494,1,49,0,False,False,29-05-22
495,1,374,0,False,False,16-05-22
496,1,349,0,False,False,01-05-22
497,1,325,0,False,False,16-05-22
498,2,233,0,False,False,10-05-22
499,1,531,0,False,False,02-05-22
500,1,153,0,False,False,19-05-22
501,1,80,0,False,False,04-05-22
502,1,198,0,False,False,25-05-22
503,1,568,0,False,False,08-05-22
504,1,918,0,False,True,31-05-22
505,1,82,0,False,False,10-05-22
506,3,198,0,False,False,10-05-22
507,1,211,0,False,False,11-05-22
508,1,120,0,False,False,12-05-22
509,1,269,0,False,False,25-05-22
510,1,128,0,False,False,09-05-22
511,2,166,0,False,False,17-05-22
512,1,211,0,False,False,19-05-22
513,1,369,0,False,False,11-05-22
514,1,91,0,False,False,21-05-22
515,2,267,0,False,False,04-05-22
516,1,198,0,False,False,28-05-22
517,2,371,0,False,False,08-05-22
518,2,288,0,False,False,11-05-22
519,1,221,0,False,False,08-05-22
520,1,427,0,False,False,01-05-22
521,1,310,0,False,False,23-05-22
522,1,158,0,False,False,04-05-22
523,1,198,0,False,False,19-05-22
524,1,145,0,False,False,02-05-22
525,1,247,0,False,False,04-05-22
526,1,102,0,False,False,07-05-22
527,2,179,0,False,False,06-05-22
528,1,73,0,False,False,16-05-22
529,2,263,0,False,False,22-05-22
530,2,342,0,False,False,07-05-22
531,1,41,0,False,False,25-05-22
532,1,13,0,False,False,16-05-22
533,2,79,0,False,False,03-05-22
534,1,358,0,False,False,29-05-22
535,1,162,0,False,False,20-05-22
536,1,150,0,False,False,30-05-22
537,1,26,0,False,False,23-05-22
538,1,250,0,False,False,29-05-22
539,1,792,0,False,False,09-05-22
540,1,146,0,False,False,23-05-22
541,1,440,0,False,False,26-05-22
542,1,289,0,False,False,18-05-22
543,2,242,0,False,False,29-05-22
544,1,123,0,False,False,25-05-22
545,2,161,0,False,False,01-05-22
546,2,268,0,False,False,28-05-22
547,2,259,0,False,False,03-05-22
548,1,26,0,False,False,25-05-22
549,1,153,0,False,False,03-05-22
550,2,424,0,False,False,04-05-22
551,1,375,0,False,False,22-05-22
552,2,179,0,False,False,11-05-22
553,1,383,0,False,False,14-05-22
554,1,440,0,False,False,25-05-22
555,1,195,0,False,False,13-05-22
556,3,1297,0,False,True,02-05-22
557,1,217,0,False,False,12-05-22
558,1,87,0,False,False,19-05-22
559,1,427,0,False,False,21-05-22
560,1,189,0,False,False,18-05-22
561,1,502,0,False,False,22-05-22
562,1,260,0,False,False,27-05-22
563,1,209,0,False,False,06-05-22
564,1,179,0,False,False,12-05-22
565,1,179,0,False,False,16-05-22
566,1,69,0,False,False,23-05-22
567,2,105,0,False,False,14-05-22
568,3,266,0,False,False,29-05-22
569,2,87,0,False,False,21-05-22
570,2,524,0,False,False,22-05-22
571,2,155,0,False,False,17-05-22
572,2,162,0,False,False,25-05-22
573,4,316,0,False,False,27-05-22
574,2,352,0,False,False,24-05-22
575,3,695,0,False,False,30-05-22
576,4,76,0,False,False,31-05-22
577,2,535,0,False,False,12-05-22
578,2,310,0,False,False,08-05-22
579,3,390,0,False,False,02-05-22
580,1,369,0,False,False,13-05-22
581,2,112,0,False,False,02-05-22
582,1,79,0,False,False,13-05-22
583,2,140,0,False,False,28-05-22
584,1,315,0,False,False,18-05-22
585,2,262,0,False,False,07-05-22
586,2,174,0,False,False,06-05-22
587,2,424,0,False,False,10-05-22
588,1,135,0,False,False,06-05-22
589,5,36,0,False,False,09-05-22
590,3,1906,0,False,False,15-05-22
591,2,219,0,False,False,06-05-22
592,1,135,0,False,False,20-05-22
593,2,147,0,False,False,26-05-22
594,2,407,0,False,False,23-05-22
595,4,402,0,False,False,14-05-22
596,1,209,0,False,False,30-05-22
597,2,92,0,False,False,11-05-22
598,1,208,0,False,False,07-05-22
599,1,193,0,False,False,27-05-22
600,1,65,0,False,False,31-05-22
601,2,284,0,False,False,10-05-22
602,1,285,0,False,False,25-05-22
603,1,231,0,False,False,14-05-22
604,1,278,0,False,False,07-05-22
605,1,389,0,False,False,22-05-22
606,1,158,0,False,False,23-05-22
607,2,78,0,False,False,06-05-22
608,5,258,0,False,False,22-05-22
609,1,87,0,False,False,18-05-22
610,2,147,0,False,False,27-05-22
611,1,635,0,False,False,01-05-22
612,1,289,0,False,False,22-05-22
613,3,170,0,False,False,31-05-22
614,1,802,0,False,False,20-05-22
615,2,381,0,False,False,13-05-22
616,4,218,0,False,False,31-05-22
617,2,57,0,False,False,01-05-22
618,2,304,0,False,False,06-05-22
619,3,241,0,False,False,11-05-22
620,1,230,0,False,False,01-05-22
621,4,79,0,False,False,11-05-22
622,3,262,0,False,False,04-05-22
623,2,392,0,False,False,07-05-22
624,2,201,0,False,False,27-05-22
625,1,145,0,False,False,06-05-22
626,1,252,0,False,False,01-05-22
627,1,329,0,False,False,18-05-22
628,2,328,0,False,False,22-05-22
629,2,191,0,False,False,16-05-22
630,2,116,0,False,False,29-05-22
631,1,246,0,False,False,03-05-22
632,2,532,0,False,False,29-05-22
633,1,293,0,False,False,30-05-22
634,3,416,0,False,False,21-05-22
635,2,37,0,False,False,23-05-22
636,2,132,0,False,False,15-05-22
637,2,530,0,False,False,13-05-22
638,3,175,0,False,False,05-05-22
639,5,90,0,False,False,30-05-22
640,2,524,0,False,False,17-05-22
641,3,29,0,False,False,06-05-22
642,2,311,0,False,False,07-05-22
643,1,412,0,False,False,25-05-22
644,2,211,0,False,False,08-05-22
645,3,312,0,False,False,30-05-22
646,1,392,0,False,False,27-05-22
647,1,191,0,False,False,10-05-22
648,2,284,0,False,False,29-05-22
649,1,328,0,False,False,21-05-22
650,1,100,0,False,False,10-05-22
651,1,226,0,False,False,05-05-22
652,1,507,0,False,False,25-05-22
653,2,333,0,False,False,18-05-22
654,2,128,0,False,False,13-05-22
655,2,322,0,False,False,15-05-22
656,4,202,0,False,False,17-05-22
657,2,92,0,False,False,12-05-22
658,2,205,0,False,False,30-05-22
659,3,739,0,False,False,17-05-22
660,2,273,0,False,False,05-05-22
661,3,339,0,False,False,18-05-22
662,1,262,0,False,False,06-05-22
663,3,308,0,False,False,21-05-22
664,2,467,0,False,False,06-05-22
665,2,245,0,False,False,14-05-22
666,3,160,0,False,False,06-05-22
667,2,189,0,False,False,26-05-22
668,1,477,0,False,False,04-05-22
669,3,65,0,False,False,27-05-22
670,1,191,0,False,False,21-05-22
671,2,196,0,False,False,11-05-22
672,2,221,0,False,False,18-05-22
673,2,197,0,False,False,14-05-22
674,2,178,0,False,False,10-05-22
675,2,221,0,False,False,17-05-22
676,2,64,0,False,False,12-05-22
677,2,75,0,False,False,31-05-22
678,2,400,0,False,False,31-05-22
679,3,378,0,False,False,28-05-22
680,2,118,0,False,False,03-05-22
681,2,1597,0,False,True,24-05-22
682,2,346,0,False,False,13-05-22
683,2,107,0,False,False,17-05-22
684,3,60,0,False,False,15-05-22
685,2,276,0,False,False,19-05-22
686,2,176,0,False,False,19-05-22
687,2,390,0,False,False,21-05-22
688,3,251,0,False,False,27-05-22
689,2,716,0,False,False,25-05-22
690,3,189,0,False,False,30-05-22
691,2,125,0,False,False,30-05-22
692,2,234,0,False,False,09-05-22
693,2,79,0,False,False,05-05-22
694,6,13,0,False,False,19-05-22
695,3,296,0,False,False,06-05-22
696,2,114,0,False,False,04-05-22
697,3,283,0,False,False,09-05-22
698,2,109,0,False,False,31-05-22
699,2,132,0,False,False,15-05-22
700,2,144,0,False,False,26-05-22
701,2,121,0,False,False,03-05-22
702,3,95,0,False,False,15-05-22
703,3,31,0,False,False,23-05-22
704,3,112,0,False,False,20-05-22
705,2,161,0,False,False,12-05-22
706,4,87,0,False,False,12-05-22
707,2,593,0,False,False,29-05-22
708,2,99,0,False,False,23-05-22
709,2,198,0,False,False,31-05-22
710,2,285,0,False,False,22-05-22
711,3,190,0,False,False,16-05-22
712,5,172,0,False,False,29-05-22
713,2,178,0,False,False,03-05-22
714,2,174,0,False,False,22-05-22
715,2,631,0,False,False,21-05-22
716,3,152,0,False,False,06-05-22
717,5,176,0,False,False,06-05-22
718,3,32,0,False,False,02-05-22
719,2,1529,0,False,False,08-05-22
720,2,254,0,False,False,27-05-22
721,2,214,0,False,False,11-05-22
722,3,147,0,False,False,14-05-22
723,4,800,0,False,False,19-05-22
724,2,106,0,False,False,22-05-22
725,2,135,0,False,False,21-05-22
726,4,112,0,False,False,19-05-22
727,2,222,0,False,False,03-05-22
728,3,314,0,False,False,12-05-22
729,2,421,0,False,False,20-05-22
730,2,410,0,False,False,26-05-22
731,3,207,0,False,False,27-05-22
732,2,239,0,False,False,07-05-22
733,4,83,0,False,False,17-05-22
734,3,160,0,False,False,01-05-22
735,3,42,0,False,False,07-05-22
736,2,55,0,False,False,29-05-22
737,2,157,0,False,False,24-05-22
738,3,303,0,False,False,16-05-22
739,3,336,0,False,False,29-05-22
740,2,233,0,False,False,22-05-22
741,2,211,0,False,False,07-05-22
742,5,88,0,False,False,06-05-22
743,2,139,0,False,False,29-05-22
744,3,329,0,False,False,22-05-22
745,2,305,0,False,False,28-05-22
746,2,206,0,False,False,24-05-22
747,2,128,0,False,False,20-05-22
748,3,122,0,False,False,08-05-22
749,3,343,0,False,False,04-05-22
750,2,126,0,False,False,22-05-22
751,3,249,0,False,False,10-05-22
752,3,59,0,False,False,22-05-22
753,3,166,0,False,False,21-05-22
754,3,190,0,False,False,11-05-22
755,2,216,0,False,False,27-05-22
756,3,51,0,False,False,06-05-22
757,3,169,0,False,False,15-05-22
758,3,148,0,False,False,13-05-22
759,3,132,0,False,False,30-05-22
760,3,117,0,False,False,16-05-22
761,4,275,0,False,False,27-05-22
762,2,124,0,False,False,17-05-22
763,3,118,0,False,False,07-05-22
764,2,479,0,False,False,17-05-22
765,3,285,0,False,False,21-05-22
766,2,322,0,False,False,30-05-22
767,2,202,0,False,False,02-05-22
768,2,162,0,False,False,19-05-22
769,3,216,0,False,False,29-05-22
770,2,195,0,False,False,30-05-22
